50,1690.0
50,1690.0
50,1690.0
50,1690.0
50,1690.0
50,1690.0
50,1690.0
50,1690.0
50,1690.0
50,1690.0
50,1690.0
50,1690.0
50,1874.0
50,1690.0
50,1874.0
50,1690.0
50,1874.0
50,1690.0
50,1874.0
50,1690.0
50,1874.0
50,1690.0
50,1874.0
50,1690.0
50,1874.0
50,1690.0
50,1874.0
50,1690.0
50,1874.0
50,1690.0
50,1874.0
50,1690.0
50,1874.0
50,2039.0
50,1690.0
50,1874.0
50,2039.0
50,1690.0
50,1874.0
50,2039.0
50,1690.0
50,1874.0
50,2039.0
50,1690.0
50,1874.0
50,2039.0
50,1690.0
50,1874.0
50,2039.0
50,1690.0
50,1874.0
50,2039.0
50,1690.0
50,1874.0
50,2039.0
50,1690.0
50,1874.0
50,2039.0
50,1690.0
50,1874.0
50,2039.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,2373.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,2373.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,2373.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,2373.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,2373.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,2373.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,2373.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,2373.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,2373.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,2373.0
50,2523.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,2373.0
50,2523.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,2373.0
50,2523.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,2373.0
50,2523.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,2373.0
50,2523.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,2373.0
50,2523.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,2373.0
50,2523.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,2373.0
50,2523.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,2373.0
50,2523.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,2373.0
50,2523.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,2373.0
50,2523.0
50,2691.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,2373.0
50,2523.0
50,2691.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
50,2373.0
50,2523.0
50,2691.0
50,1690.0
50,1874.0
50,2039.0
50,2208.0
